678,US,"Light, bright and refreshing, it offers pear spritzer, lime zest and a hint of guava on the nose, followed by citrus rind, light papaya and apple juice on the palate. It makes a nice bridge between the richness of Chardonnay and crispness of Sauvignon Blanc.",Stainless,88,18.0,California,Central Coast,Central Coast,Chardonnay,Chamisal Vineyards
679,France,"An aromatic wine, it has a rounded texture, a spicy character and only light acidity. Very forward and fruity, it's going to be ready to drink by 2015.",,88,25.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château de Cruzeau
680,France,"The wine is rich, showing toast as well as apricot and peach flavors. It's full-blown, right up front with fruitiness and rounded texture. Drink now.",,88,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Lafargue
681,France,"It balances a crisp texture against ripe fruitiness. Finely structured, it's very fresh with herbaceous fruits and lively acidity. Drink from 2015.",,88,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château le Sartre
682,France,"At this stage, the wine is closed, just hinting at its rich, fruity future. It has good acidity and a touch of bitter almonds, but the real fruitiness is still to come. Wait until 2015.",,88,18.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Roc de Minvielle
683,US,"A collaboration between winemaker Nick Goldschmidt and his daughter Chelsea, this 100% Merlot delivers great value. Oaky in plummy black fruit and tobacco, it shows a touch of cedar and clove amidst mountainous tannins. An ideal wine for pepper steak off the grill.",,88,18.0,California,Alexander Valley,Sonoma,Merlot,Chelsea Goldschmidt
684,France,"White currants and fresh apricots dominate this fruity, fragrant wine. Bright acidity is enveloped by the generous texture and touch of toast. This rich wine is ready to drink.",,88,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Clos Marsalette
685,US,"The best of the winery's 2011 block reserves, this displays a solid core of cherry fruit, augmented with some streaks of steel and stone. It's firm and tannic, with plenty of tart acidity behind the crisp fruit.",Sarah Jane's Block Reserve,88,65.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Coeur de Terre
686,US,"This longtime Carneros producer sources from dozens of its own blocks to put together this estate Chardonnay. Intense in floral aromas as well as peach and lemon, it's dusted only slightly in clove and a light barrel imprint. Bright on the tongue and on the finish, it's a food-friendly wine that will complement.",Estate Grown,88,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Cuvaison
687,US,"Silky in cherry and strawberry with a dense midpalate of refined oak, this delicately hued Pinot comes from a single, hillside block of Cuvaison's Carneros property. With pretty aromas of violet and rose, it has richness that isn't overdone, a nice expression of the appellation's power and finesse.",Spire,88,48.0,California,Carneros-Napa Valley,Napa,Pinot Noir,Cuvaison
688,France,"A cherry-fresh wine that's so full of fruit that its structure becomes secondary. A dry edge of tannin supports the fruit and acidity, making this wine so drinkable now.",,88,20.0,Loire Valley,Menetou-Salon,,Pinot Noir,Domaine de l'Hermitage
689,Spain,"Plum and berry aromas are pure and compact. This is a lively, energetic, everyday Tempranillo with lots of bounce to its step. The power-packed palate is full of mixed berry flavors, while the finish is dense and comfortable, with residual weight.",Made With Organic Grapes,88,11.0,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Venta Morales
690,US,"Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful.",Estate Grown,90,55.0,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Korbin Kameron
691,Spain,"In a small field of excellent Cavas, this bready, leesy, semi-rich bottling stands out for its totality and comfort on the palate. Along the road are aromas of burnt banana and toasted bread along with flavors of arugula, lime and dried apple. An elegant finish with stone-fruit and green-herb notes is sophisticated.",Leopardi Brut Nature Gran Reserva,90,35.0,Catalonia,Cava,,Sparkling Blend,Llopart
692,Bulgaria,"This Bulgarian Mavrud from Elenovo has aromas of blackberry, freshly brewed coffee, espresso bean, spice and a whiff of eucalyptus. It has flavors of blackberry, blueberry and black plums with rounded tannins.",Elenovo Nova Zagora,90,26.0,Thracian Valley,,,Mavrud,Edoardo Miroglio
693,US,"Entirely sourced from this Sangiacomo family-farmed vineyard, which is planted entirely to the Old Wente clone, this wine offers fleshy and tropical juiciness and texture. Aged in French oak, the vast majority of it neutral, the wine lets the fruit and acidity speak for themselves.",Sangiacomo Green Acres Hill,90,46.0,California,Sonoma Coast,Sonoma,Chardonnay,Eric Kent
694,US,"From the renowned vineyard's F Block comes a wine with plump wild berries, pencil lead and juniper on a tightly woven nose. Certain to last for years and evolve steadily over that time, the palate now shows lavender, elderberry, elderflower, cranberry essence and a touch of black tea. Drink 2018–2028.",Bien Nacido Vineyard,90,55.0,California,Santa Barbara County,Central Coast,Pinot Noir,Fess Parker
695,US,"Cherry-rhubarb juice, shiitake mushrooms, sagebrush and iron make for a lush and layered nose on this appellation-blend wine that is widely available. The palate begins with plush red cherry then dives into oregano, sage and mace spice. It's expertly complex for a reasonably priced wine.",,90,30.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
696,US,"Ripe bramble and smoked nuts cast a savory edge to concentrated blackberry and cherry flavors in this robust wine. It's velvety and rich, but crisp, cranberry acidity and a granite edge lend elegance. Drink now through 2022.",,90,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Hazlitt 1852 Vineyards
697,US,"Rich, ripe streaks of black cherry preserve are balanced by savory nuances of dried herb, toast and bramble in this luscious Pinot Noir. Aptly “lusty” in style, it's deeply concentrated with an unabashed fruit-forwardness, but crisp cranberry acidity and a penetrating earthiness gives it marked composure.",Lust,90,27.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Inspire Moore
698,US,"Hailing from Olsen and Elephant Mountain vineyards, this wine brings black currant, huckleberry and dark plum aromas that smell pure and sweet. The black fruit and smoke flavors display a mixture of concentration and restraint.",En Hommage,90,28.0,Washington,Yakima Valley,Columbia Valley,Syrah,Kevin White
699,Italy,"Scorched earth, toasted nut, espresso, cured meat and baked plum aromas lead the nose on this concentrated wine along with a hint of new leather. The big, chewy palate doles out mature black cherry, pomegranate, licorice and tobacco while tightly knit, fine-grained tannins provide the framework. Drink 2019–2023.",,90,62.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Magia
700,US,"This wine is sourced from a handful of stellar vineyards, including Pratt, Dutton, Sullivan and Chenoweth. It was given 18 months in French oak, all of it twice-used or older, which contributes to an integrated, understated wood presence that's refreshing in its restraint. Creamy acidity and a taste of baked bread cradles lemon zest and almond before a crisp, lengthy finish.",,90,48.0,California,Sonoma Coast,Sonoma,Chardonnay,La Pitchoune
701,Italy,"Leafy underbrush, scorched earth, porcini mushroom and dried plum aromas lead the nose. The firmly structured palate offers dried black cherry, raspberry confiture and licorice alongside assertive, tightly-packed tannins. Drink 2018–2024.",,90,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Lazzeretti
702,US,"A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.",D,90,36.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Margerum
703,US,"Deep, dark blueberry fruit meets with beef char, fudge chocolate and espresso-bean notes on the nose of this blend of 59% Petite Sirah, 15% Syrah, 14% Tannat, 7% Petit Verdot, 4% Grenache and 1% Viognier. The rigid tannins need a little more time to open, but the zesty blueberry, blackberry and black-pepper flavors shine across the fresh, sizzling acidity.",1105,90,48.0,California,Paso Robles,Central Coast,Red Blend,MCV
704,US,"Ripe fruit and oak loom large in this wine, produced from relatively old vines in the heart of the appellation, long a source for the producer's Pinot Noir. Preserved lemon, fleshy melon and caramel dance around each other, steeped in Golden Delicious apple, honey and pear. A high wire of acidity marks the finish.",Olivet Lane,90,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
705,Canada,"This comes in at 15g/L residual sugar, but it's more than offset with mineral-drenched acidity, so it drinks like a dry wine. Pale lemon in hue, it offers citrus flesh and rind in a young, yeasty, medium-bodied wine. The persistent, crisply-defined finish leaves a pleasing aftertaste of tangerine.",Reserve,90,24.0,British Columbia,Okanagan Valley,,Riesling,Mission Hill
706,US,"Plummy chocolate stars in this densely textured yet nicely lean wine, which finds balance and power in the glass. Cherry, blueberry and cedar make appearances, before a finish kissed in tobacco.",Estate Grown,90,42.0,California,Oak Knoll District,Napa,Cabernet Franc,Monticello Vineyards
707,US,"Boosted with 5% Barbera, this bottling for the estate's Bootjack Ranch shows ripe cranberry, red cherry, a pinch of herbs and touches of caramel and coffee syrup on the nose. A dense core of black plum skins at the palate's core is surrounded by bright cherry fruit, evolving into a dark chocolate and espresso touch.",,90,45.0,California,Paso Robles,Central Coast,Sangiovese,Niner
708,US,"This vineyard-designated estate wine is restrained and elegant, allowing for a sparkle of raspberry and black cherry to speak. The oak is light and integrated, and the minerality well defined, with just the smallest traces of black licorice and pepper coming through on the finish.",Nance's Vineyard,90,39.0,California,Alexander Valley,Sonoma,Zinfandel,Ousterhout
709,US,"Tangy and intensely vibrant in citrus, this site-specific white sings in grapefruit pith and zest, layering those flavors atop spicy ginger and herb. It finishes bright and fresh on the palate, eager for food.",Redwood Ranch,90,25.0,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
710,US,"Cabernet Sauvignon makes up just over half of this blend with the rest Cabernet Franc and Merlot. Vanilla and cocoa aromas are out in front of herb, black licorice and dark fruit. The dark-fruit and woodspice flavors are refined and show a sense of depth, elegance and balance that captures the attention.",Damn Straight,90,40.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Plumb Cellars
711,Slovenia,"Amber gold in the glass, this Ribolla Gialla has aromas of wet river rocks, vanilla bean and honeycomb. It has a luscious mouthfeel with pronounced minerality and flavors of apricot, apple and ripe pear.",Brutus,90,40.0,Goriska Brda,,,Ribolla Gialla,Principiano Ferdinando
